playerAlias,Anderson
gender,M
age,
education,Fundamental Completo
destro,D
totalPlays,60
totalCorrect,55
successRate,1
playId,Anderson,8112016,123129
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,2,False,5,934615
2,0,False,1,051581
0,1,False,1,200002
0,1,False,2,800952
2,0,False,1,116674
0,0,True,5,652039
0,0,True,0,3498271
2,2,True,0,05037999
0,0,True,0,2666011
0,0,True,5,315845
2,2,True,0,05057907
0,0,True,0,3000751
0,0,True,0,2500119
2,2,True,0,4165521
0,0,True,3,849949
0,0,True,7,748379
2,2,True,0,316848
0,0,True,0,4500041
0,0,True,1,017159
2,2,True,0,1503031
0,0,True,0,400897
0,0,True,2,734089
2,2,True,0,3334658
0,0,True,0,2835989
0,0,True,0,567518
2,2,True,0,283376
0,0,True,0,1666691
0,0,True,1,082882
2,2,True,0,6167879
0,0,True,0,01732707
0,0,True,0,4168758
2,2,True,0,1998341
0,0,True,0,3002231
0,0,True,0,866395
2,2,True,0,2833099
0,0,True,1,78271
0,0,True,1,099954
2,2,True,2,332401
0,0,True,1,451096
0,0,True,3,131602
2,2,True,0,3163931
0,0,True,0,2997921
0,0,True,0,5002401
2,2,True,0,2836709
0,0,True,0,2997849
0,0,True,3,982057
2,2,True,1,466634
0,0,True,0,4165261
0,0,True,2,583024
2,2,True,0,050179
0,0,True,1,283023
0,0,True,0,4829299
2,2,True,2,232581
0,0,True,6,932719
0,0,True,4,716634
2,2,True,0,884294
0,0,True,1,848574
0,0,True,2,784974
2,2,True,3,35166
0,0,True,3,650233
