playerAlias,Jo﹓ao V.
gender,M
age,19
education,Superior Incompleto
destro,D
totalPlays,40
totalCorrect,31
successRate,1
playId,Jo﹓ao V.,8112016,1399
stageID,grupo1-v2
resultInt,optionChosenInt,correct, time
2,1,False,4,197804
0,0,True,1,500304
0,1,False,3,433871
1,1,True,3,13261
0,1,False,2,499984
2,2,True,4,983475
2,0,False,3,765575
1,1,True,12,83298
0,1,False,3,299516
2,1,False,12,39971
2,1,False,1,417794
1,1,True,3,532789
0,0,True,9,549789
2,0,False,4,282806
2,2,True,1,049858
1,1,True,2,132833
0,0,True,2,916273
2,2,True,2,96549
2,1,False,2,282777
1,1,True,2,282415
0,0,True,2,215836
2,2,True,0,6666958
2,2,True,3,048949
1,1,True,3,166408
0,0,True,2,115991
2,2,True,2,81766
2,2,True,4,000514
1,1,True,3,799385
0,0,True,3,183447
2,2,True,13,64931
2,2,True,4,115933
1,1,True,2,949203
0,0,True,2,715681
2,2,True,5,382662
2,2,True,2,783023
1,1,True,74,3814
0,0,True,2,450579
2,2,True,3,01701
2,2,True,94,51503
1,1,True,2,751343
